date Category,Time Category,Station Code,Entry Passenger Category,Exit Passenger Category,Weather Category
weekday,Evening,C,Few,Few,light rain
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,light rain
vacation,Morning,A,Average,Average,normal
vacation,Midday,A,Numerous,Numerous,normal
vacation,Afternoon,A,Numerous,Numerous,light rain
vacation,Evening,A,Numerous,Many,light rain
vacation,Morning,B,Average,Few,normal
vacation,Midday,B,Numerous,Many,normal
vacation,Afternoon,B,Many,Numerous,light rain
vacation,Evening,B,Average,Many,light rain
vacation,Morning,C,Very Few,Very Few,normal
vacation,Midday,C,Average,Average,normal
vacation,Afternoon,C,Average,Average,light rain
vacation,Evening,C,Few,Few,light rain
vacation,Morning,D,Very Few,Very Few,normal
vacation,Midday,D,Very Few,Very Few,normal
vacation,Afternoon,D,Very Few,Very Few,light rain
vacation,Evening,D,Very Few,Very Few,light rain
vacation,Morning,A,Few,Average,light rain
vacation,Midday,A,Numerous,Numerous,normal
vacation,Afternoon,A,Numerous,Numerous,light rain
vacation,Evening,A,Many,Average,normal
vacation,Morning,B,Average,Few,light rain
vacation,Midday,B,Numerous,Many,normal
vacation,Afternoon,B,Many,Numerous,light rain
vacation,Evening,B,Few,Many,normal
vacation,Morning,C,Very Few,Very Few,light rain
vacation,Midday,C,Average,Average,normal
vacation,Afternoon,C,Average,Average,light rain
vacation,Evening,C,Very Few,Very Few,normal
vacation,Morning,D,Very Few,Very Few,light rain
vacation,Midday,D,Very Few,Very Few,normal
vacation,Afternoon,D,Very Few,Very Few,light rain
vacation,Evening,D,Very Few,Very Few,normal
vacation,Morning,A,Few,Average,light rain
vacation,Midday,A,Numerous,Numerous,light rain
vacation,Afternoon,A,Numerous,Numerous,light rain
vacation,Evening,A,Numerous,Many,light rain
vacation,Morning,B,Average,Few,light rain
vacation,Midday,B,Numerous,Many,light rain
vacation,Afternoon,B,Many,Numerous,light rain
vacation,Evening,B,Average,Many,light rain
vacation,Morning,C,Very Few,Very Few,light rain
vacation,Midday,C,Average,Average,light rain
vacation,Afternoon,C,Average,Average,light rain
vacation,Evening,C,Very Few,Very Few,light rain
vacation,Morning,D,Very Few,Very Few,light rain
vacation,Midday,D,Very Few,Very Few,light rain
vacation,Afternoon,D,Very Few,Very Few,light rain
vacation,Evening,D,Very Few,Very Few,light rain
vacation,Morning,A,Few,Average,light rain
vacation,Midday,A,Numerous,Numerous,light rain
vacation,Afternoon,A,Numerous,Numerous,light rain
vacation,Evening,A,Many,Average,light rain
vacation,Morning,B,Average,Few,light rain
vacation,Midday,B,Many,Many,light rain
vacation,Afternoon,B,Many,Numerous,light rain
vacation,Evening,B,Few,Average,light rain
vacation,Morning,C,Very Few,Very Few,light rain
vacation,Midday,C,Average,Average,light rain
vacation,Afternoon,C,Average,Average,light rain
vacation,Evening,C,Very Few,Very Few,light rain
vacation,Morning,D,Very Few,Very Few,light rain
vacation,Midday,D,Very Few,Very Few,light rain
vacation,Afternoon,D,Very Few,Very Few,light rain
vacation,Evening,D,Very Few,Very Few,light rain
weekday,Morning,A,Many,Numerous,light rain
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Many,light rain
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,light rain
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,light rain
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Many,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Numerous,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Average,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Many,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Numerous,Many,normal
weekend,Morning,B,Average,Average,normal
weekend,Midday,B,Numerous,Many,normal
weekend,Afternoon,B,Numerous,Numerous,normal
weekend,Evening,B,Average,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Few,Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Many,Average,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Numerous,Many,normal
weekend,Afternoon,B,Many,Numerous,normal
weekend,Evening,B,Few,Average,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Few,Very Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Very Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Many,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Average,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Numerous,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Few,normal
weekday,Morning,D,Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Average,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,light rain
weekday,Evening,A,Numerous,Many,light rain
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,light rain
weekday,Evening,B,Average,Numerous,light rain
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Average,Few,normal
weekday,Afternoon,C,Average,Average,light rain
weekday,Evening,C,Few,Few,light rain
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Average,Few,light rain
weekday,Evening,D,Very Few,Very Few,light rain
weekend,Morning,A,Average,Many,light rain
weekend,Midday,A,Numerous,Numerous,light rain
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Numerous,Many,light rain
weekend,Morning,B,Average,Average,light rain
weekend,Midday,B,Numerous,Numerous,light rain
weekend,Afternoon,B,Numerous,Numerous,normal
weekend,Evening,B,Average,Many,light rain
weekend,Morning,C,Very Few,Very Few,light rain
weekend,Midday,C,Average,Average,light rain
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Few,Few,light rain
weekend,Morning,D,Very Few,Very Few,light rain
weekend,Midday,D,Very Few,Very Few,light rain
weekend,Afternoon,D,Very Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,light rain
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,light rain
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Many,Average,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Numerous,Many,light rain
weekend,Afternoon,B,Many,Numerous,normal
weekend,Evening,B,Few,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,light rain
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Very Few,Very Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,light rain
weekend,Afternoon,D,Very Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Average,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Many,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Few,normal
weekday,Morning,D,Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,light rain
weekday,Evening,A,Numerous,Many,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,light rain
weekday,Evening,B,Average,Numerous,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Average,Few,normal
weekday,Afternoon,C,Average,Average,light rain
weekday,Evening,C,Few,Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Average,Few,light rain
weekday,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Many,light rain
weekend,Midday,A,Numerous,Numerous,light rain
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Numerous,Numerous,normal
weekend,Morning,B,Average,Average,light rain
weekend,Midday,B,Numerous,Many,light rain
weekend,Afternoon,B,Numerous,Numerous,normal
weekend,Evening,B,Average,Many,normal
weekend,Morning,C,Very Few,Very Few,light rain
weekend,Midday,C,Average,Average,light rain
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Few,Few,normal
weekend,Morning,D,Very Few,Very Few,light rain
weekend,Midday,D,Very Few,Very Few,light rain
weekend,Afternoon,D,Very Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Many,Average,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Numerous,Many,normal
weekend,Afternoon,B,Many,Numerous,normal
weekend,Evening,B,Few,Average,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Very Few,Very Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Very Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Very Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,light rain
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,light rain
weekday,Morning,B,Numerous,Many,light rain
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,light rain
weekday,Morning,C,Average,Average,light rain
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,light rain
weekday,Morning,D,Very Few,Few,light rain
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,light rain
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Many,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Numerous,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Average,Average,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Average,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Many,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Numerous,Many,normal
weekend,Morning,B,Many,Average,normal
weekend,Midday,B,Numerous,Numerous,normal
weekend,Afternoon,B,Numerous,Numerous,normal
weekend,Evening,B,Average,Many,normal
weekend,Morning,C,Very Few,Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Few,Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Few,Very Few,normal
weekend,Afternoon,D,Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekend,Morning,A,Average,Average,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,normal
weekend,Evening,A,Many,Average,normal
weekend,Morning,B,Average,Few,normal
weekend,Midday,B,Numerous,Many,normal
weekend,Afternoon,B,Many,Numerous,normal
weekend,Evening,B,Few,Many,normal
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,normal
weekend,Evening,C,Very Few,Very Few,normal
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Few,Very Few,normal
weekend,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Many,Average,light rain
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,light rain
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,light rain
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,light rain
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Very Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Many,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Few,normal
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,normal
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,light rain
weekday,Evening,A,Numerous,Many,light rain
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,light rain
weekday,Evening,B,Average,Numerous,light rain
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Average,Few,normal
weekday,Afternoon,C,Many,Average,light rain
weekday,Evening,C,Few,Few,light rain
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Average,Few,light rain
weekday,Evening,D,Very Few,Very Few,light rain
weekend,Morning,A,Average,Many,normal
weekend,Midday,A,Numerous,Numerous,normal
weekend,Afternoon,A,Numerous,Numerous,light rain
weekend,Evening,A,Numerous,Many,light rain
weekend,Morning,B,Many,Average,normal
weekend,Midday,B,Numerous,Numerous,normal
weekend,Afternoon,B,Numerous,Numerous,light rain
weekend,Evening,B,Average,Numerous,light rain
weekend,Morning,C,Very Few,Very Few,normal
weekend,Midday,C,Average,Average,normal
weekend,Afternoon,C,Average,Average,light rain
weekend,Evening,C,Few,Few,light rain
weekend,Morning,D,Very Few,Very Few,normal
weekend,Midday,D,Very Few,Very Few,normal
weekend,Afternoon,D,Few,Very Few,light rain
weekend,Evening,D,Very Few,Very Few,light rain
weekend,Morning,A,Average,Average,light rain
weekend,Midday,A,Numerous,Numerous,light rain
weekend,Afternoon,A,Numerous,Numerous,light rain
weekend,Evening,A,Many,Average,light rain
weekend,Morning,B,Average,Few,light rain
weekend,Midday,B,Numerous,Many,light rain
weekend,Afternoon,B,Many,Numerous,light rain
weekend,Evening,B,Few,Many,light rain
weekend,Morning,C,Very Few,Very Few,light rain
weekend,Midday,C,Average,Average,light rain
weekend,Afternoon,C,Average,Average,light rain
weekend,Evening,C,Very Few,Very Few,light rain
weekend,Morning,D,Very Few,Very Few,light rain
weekend,Midday,D,Very Few,Very Few,light rain
weekend,Afternoon,D,Very Few,Very Few,light rain
weekend,Evening,D,Very Few,Very Few,light rain
weekday,Morning,A,Many,Numerous,light rain
weekday,Midday,A,Numerous,Numerous,light rain
weekday,Afternoon,A,Numerous,Numerous,light rain
weekday,Evening,A,Numerous,Average,normal
weekday,Morning,B,Numerous,Many,light rain
weekday,Midday,B,Many,Many,light rain
weekday,Afternoon,B,Numerous,Numerous,light rain
weekday,Evening,B,Average,Many,normal
weekday,Morning,C,Average,Average,light rain
weekday,Midday,C,Few,Few,light rain
weekday,Afternoon,C,Average,Average,light rain
weekday,Evening,C,Very Few,Very Few,normal
weekday,Morning,D,Very Few,Few,light rain
weekday,Midday,D,Very Few,Very Few,light rain
weekday,Afternoon,D,Few,Very Few,light rain
weekday,Evening,D,Very Few,Very Few,normal
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,light rain
weekday,Evening,A,Numerous,Average,light rain
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,light rain
weekday,Evening,B,Average,Many,light rain
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,light rain
weekday,Evening,C,Few,Very Few,light rain
weekday,Morning,D,Very Few,Few,normal
weekday,Midday,D,Very Few,Very Few,normal
weekday,Afternoon,D,Few,Few,light rain
weekday,Evening,D,Very Few,Very Few,light rain
weekday,Morning,A,Many,Numerous,normal
weekday,Midday,A,Numerous,Numerous,normal
weekday,Afternoon,A,Numerous,Numerous,normal
weekday,Evening,A,Numerous,Many,normal
weekday,Morning,B,Numerous,Many,normal
weekday,Midday,B,Many,Many,normal
weekday,Afternoon,B,Numerous,Numerous,normal
weekday,Evening,B,Average,Numerous,normal
weekday,Morning,C,Average,Average,normal
weekday,Midday,C,Few,Few,normal
weekday,Afternoon,C,Average,Average,normal
weekday,Evening,C,Few,Few,normal
weekday,Morning,D,Very Few,Few,normal
